species_id,canonical_scientific,primary_common,n_prompts,prompts
1628961,Orchis provincialis,,3,"[""a photo of Orchis provincialis"", ""a close-up photo of Orchis provincialis"", ""a wild plant of species Orchis provincialis""]"
1395967,Saxifraga cuneata,,3,"[""a photo of Saxifraga cuneata"", ""a close-up photo of Saxifraga cuneata"", ""a wild plant of species Saxifraga cuneata""]"
1363326,Juncus bufonius,Toad rush,3,"[""a photo of Juncus bufonius"", ""a close-up photo of Juncus bufonius"", ""a wild plant of species Juncus bufonius""]"
1473025,Polygonatum hybridum,Garden solomon's-seal,3,"[""a photo of Polygonatum hybridum"", ""a close-up photo of Polygonatum hybridum"", ""a wild plant of species Polygonatum hybridum""]"
1392296,Festuca flavescens,,3,"[""a photo of Festuca flavescens"", ""a close-up photo of Festuca flavescens"", ""a wild plant of species Festuca flavescens""]"
1358573,Euphorbia nutans,Eyebane,3,"[""a photo of Euphorbia nutans"", ""a close-up photo of Euphorbia nutans"", ""a wild plant of species Euphorbia nutans""]"
1393258,Hypericum undulatum,Wavy st john's-wort,3,"[""a photo of Hypericum undulatum"", ""a close-up photo of Hypericum undulatum"", ""a wild plant of species Hypericum undulatum""]"
1395805,Salix helvetica,Swiss willow,3,"[""a photo of Salix helvetica"", ""a close-up photo of Salix helvetica"", ""a wild plant of species Salix helvetica""]"
1363182,Atriplex littoralis,Grass-leaf orache,3,"[""a photo of Atriplex littoralis"", ""a close-up photo of Atriplex littoralis"", ""a wild plant of species Atriplex littoralis""]"
1398261,Astragalus austriacus,,3,"[""a photo of Astragalus austriacus"", ""a close-up photo of Astragalus austriacus"", ""a wild plant of species Astragalus austriacus""]"
1363898,Sisymbrium orientale,Eastern rocket,3,"[""a photo of Sisymbrium orientale"", ""a close-up photo of Sisymbrium orientale"", ""a wild plant of species Sisymbrium orientale""]"
1531436,Carex furva,,3,"[""a photo of Carex furva"", ""a close-up photo of Carex furva"", ""a wild plant of species Carex furva""]"
1397408,Hypericum mutilum,Dwarf st. john's wort,3,"[""a photo of Hypericum mutilum"", ""a close-up photo of Hypericum mutilum"", ""a wild plant of species Hypericum mutilum""]"
1389368,Adiantum raddianum,Delta maidenhair,3,"[""a photo of Adiantum raddianum"", ""a close-up photo of Adiantum raddianum"", ""a wild plant of species Adiantum raddianum""]"
1359440,Ononis viscosa,,3,"[""a photo of Ononis viscosa"", ""a close-up photo of Ononis viscosa"", ""a wild plant of species Ononis viscosa""]"
1394785,Potamogeton alpinus,Alpine pondweed,3,"[""a photo of Potamogeton alpinus"", ""a close-up photo of Potamogeton alpinus"", ""a wild plant of species Potamogeton alpinus""]"
1400145,Bidens vulgata,Big devil's beggartick,3,"[""a photo of Bidens vulgata"", ""a close-up photo of Bidens vulgata"", ""a wild plant of species Bidens vulgata""]"
1390879,Carex otrubae,False fox-sedge,3,"[""a photo of Carex otrubae"", ""a close-up photo of Carex otrubae"", ""a wild plant of species Carex otrubae""]"
1356399,Anogramma leptophylla,Jersey fern,3,"[""a photo of Anogramma leptophylla"", ""a close-up photo of Anogramma leptophylla"", ""a wild plant of species Anogramma leptophylla""]"
1394554,Phyteuma serratum,,3,"[""a photo of Phyteuma serratum"", ""a close-up photo of Phyteuma serratum"", ""a wild plant of species Phyteuma serratum""]"
1362331,Luzula spicata,Spiked wood-rush,3,"[""a photo of Luzula spicata"", ""a close-up photo of Luzula spicata"", ""a wild plant of species Luzula spicata""]"
1392513,Genista ephedroides,,3,"[""a photo of Genista ephedroides"", ""a close-up photo of Genista ephedroides"", ""a wild plant of species Genista ephedroides""]"
1356559,Suaeda splendens,,3,"[""a photo of Suaeda splendens"", ""a close-up photo of Suaeda splendens"", ""a wild plant of species Suaeda splendens""]"
1395942,Saxifraga androsacea,,3,"[""a photo of Saxifraga androsacea"", ""a close-up photo of Saxifraga androsacea"", ""a wild plant of species Saxifraga androsacea""]"
1737493,Selinum carvifolia,Cambridge milk-parsley,3,"[""a photo of Selinum carvifolia"", ""a close-up photo of Selinum carvifolia"", ""a wild plant of species Selinum carvifolia""]"
1393586,Linaria arenaria,French toadflax,3,"[""a photo of Linaria arenaria"", ""a close-up photo of Linaria arenaria"", ""a wild plant of species Linaria arenaria""]"
1398237,Anthyllis circinnata,,3,"[""a photo of Anthyllis circinnata"", ""a close-up photo of Anthyllis circinnata"", ""a wild plant of species Anthyllis circinnata""]"
1396751,Artemisia biennis,Biennial wormwood,3,"[""a photo of Artemisia biennis"", ""a close-up photo of Artemisia biennis"", ""a wild plant of species Artemisia biennis""]"
1397546,Saxifraga adscendens,Wedgeleaf saxifrage,3,"[""a photo of Saxifraga adscendens"", ""a close-up photo of Saxifraga adscendens"", ""a wild plant of species Saxifraga adscendens""]"
1390793,Carex curvula,,3,"[""a photo of Carex curvula"", ""a close-up photo of Carex curvula"", ""a wild plant of species Carex curvula""]"
1358261,Draba dubia,,3,"[""a photo of Draba dubia"", ""a close-up photo of Draba dubia"", ""a wild plant of species Draba dubia""]"
1493056,Gypsophila struthium,,3,"[""a photo of Gypsophila struthium"", ""a close-up photo of Gypsophila struthium"", ""a wild plant of species Gypsophila struthium""]"
1359821,Papaver rupifragum,Spanish poppy,3,"[""a photo of Papaver rupifragum"", ""a close-up photo of Papaver rupifragum"", ""a wild plant of species Papaver rupifragum""]"
1392407,Gagea serotina,Snowdon lily,3,"[""a photo of Gagea serotina"", ""a close-up photo of Gagea serotina"", ""a wild plant of species Gagea serotina""]"
1363666,Astragalus boeticus,Milk-vetch,3,"[""a photo of Astragalus boeticus"", ""a close-up photo of Astragalus boeticus"", ""a wild plant of species Astragalus boeticus""]"
1394496,Acis longifolia,,3,"[""a photo of Acis longifolia"", ""a close-up photo of Acis longifolia"", ""a wild plant of species Acis longifolia""]"
1362414,Astragalus exscapus,,3,"[""a photo of Astragalus exscapus"", ""a close-up photo of Astragalus exscapus"", ""a wild plant of species Astragalus exscapus""]"
1400062,Opuntia phaeacantha,Brownspine pricklypear,3,"[""a photo of Opuntia phaeacantha"", ""a close-up photo of Opuntia phaeacantha"", ""a wild plant of species Opuntia phaeacantha""]"
1395092,Antirrhinum sempervirens,,3,"[""a photo of Antirrhinum sempervirens"", ""a close-up photo of Antirrhinum sempervirens"", ""a wild plant of species Antirrhinum sempervirens""]"
1362495,Sideritis hyssopifolia,Mountain tea,3,"[""a photo of Sideritis hyssopifolia"", ""a close-up photo of Sideritis hyssopifolia"", ""a wild plant of species Sideritis hyssopifolia""]"
1393977,Nuphar pumila,Least water lily,3,"[""a photo of Nuphar pumila"", ""a close-up photo of Nuphar pumila"", ""a wild plant of species Nuphar pumila""]"
1396871,Trifolium vesiculosum,Arrowleaf clover,3,"[""a photo of Trifolium vesiculosum"", ""a close-up photo of Trifolium vesiculosum"", ""a wild plant of species Trifolium vesiculosum""]"
1359416,Ononis pendula,,3,"[""a photo of Ononis pendula"", ""a close-up photo of Ononis pendula"", ""a wild plant of species Ononis pendula""]"
1723120,Elodea densa,Large-flowered waterweed,3,"[""a photo of Elodea densa"", ""a close-up photo of Elodea densa"", ""a wild plant of species Elodea densa""]"
1390778,Carex brizoides,Alpine-grass,3,"[""a photo of Carex brizoides"", ""a close-up photo of Carex brizoides"", ""a wild plant of species Carex brizoides""]"
1391750,Disphyma crassifolium,Purple dew-plant,3,"[""a photo of Disphyma crassifolium"", ""a close-up photo of Disphyma crassifolium"", ""a wild plant of species Disphyma crassifolium""]"
1398408,Astragalus terraccianoi,,3,"[""a photo of Astragalus terraccianoi"", ""a close-up photo of Astragalus terraccianoi"", ""a wild plant of species Astragalus terraccianoi""]"
1391778,Draba siliquosa,,3,"[""a photo of Draba siliquosa"", ""a close-up photo of Draba siliquosa"", ""a wild plant of species Draba siliquosa""]"
1356874,Herniaria incana,Gray rupturewort,3,"[""a photo of Herniaria incana"", ""a close-up photo of Herniaria incana"", ""a wild plant of species Herniaria incana""]"
1398272,Astragalus danicus,Purple milk-vetch,3,"[""a photo of Astragalus danicus"", ""a close-up photo of Astragalus danicus"", ""a wild plant of species Astragalus danicus""]"
1395209,Apios americana,American potato-bean,3,"[""a photo of Apios americana"", ""a close-up photo of Apios americana"", ""a wild plant of species Apios americana""]"
1358185,Biscutella didyma,,3,"[""a photo of Biscutella didyma"", ""a close-up photo of Biscutella didyma"", ""a wild plant of species Biscutella didyma""]"
1743889,Gelasia hirsuta,,3,"[""a photo of Gelasia hirsuta"", ""a close-up photo of Gelasia hirsuta"", ""a wild plant of species Gelasia hirsuta""]"
1356611,Alkanna tinctoria,Dyer's alkanet,3,"[""a photo of Alkanna tinctoria"", ""a close-up photo of Alkanna tinctoria"", ""a wild plant of species Alkanna tinctoria""]"
1720959,Anthoxanthum nipponicum,,3,"[""a photo of Anthoxanthum nipponicum"", ""a close-up photo of Anthoxanthum nipponicum"", ""a wild plant of species Anthoxanthum nipponicum""]"
1391371,Corynephorus canescens,Gray clubawn grass,3,"[""a photo of Corynephorus canescens"", ""a close-up photo of Corynephorus canescens"", ""a wild plant of species Corynephorus canescens""]"
1358495,Elatine alsinastrum,,3,"[""a photo of Elatine alsinastrum"", ""a close-up photo of Elatine alsinastrum"", ""a wild plant of species Elatine alsinastrum""]"
1392016,Eragrostis pilosa,Hairy love grass,3,"[""a photo of Eragrostis pilosa"", ""a close-up photo of Eragrostis pilosa"", ""a wild plant of species Eragrostis pilosa""]"
1360928,Allium pallens,,3,"[""a photo of Allium pallens"", ""a close-up photo of Allium pallens"", ""a wild plant of species Allium pallens""]"
1390929,Carex vaginata,Sheathed sedge,3,"[""a photo of Carex vaginata"", ""a close-up photo of Carex vaginata"", ""a wild plant of species Carex vaginata""]"
1358673,Geranium lanuginosum,,3,"[""a photo of Geranium lanuginosum"", ""a close-up photo of Geranium lanuginosum"", ""a wild plant of species Geranium lanuginosum""]"
1728588,Cymbalaria muralis,Coliseum-ivy,3,"[""a photo of Cymbalaria muralis"", ""a close-up photo of Cymbalaria muralis"", ""a wild plant of species Cymbalaria muralis""]"
1359937,Littorella uniflora,American shoreweed,3,"[""a photo of Littorella uniflora"", ""a close-up photo of Littorella uniflora"", ""a wild plant of species Littorella uniflora""]"
1424895,Cyperus michelianus,,3,"[""a photo of Cyperus michelianus"", ""a close-up photo of Cyperus michelianus"", ""a wild plant of species Cyperus michelianus""]"
1392137,Alchemilla glaucescens,Lady's-mantle [alchemilla glaucescens],3,"[""a photo of Alchemilla glaucescens"", ""a close-up photo of Alchemilla glaucescens"", ""a wild plant of species Alchemilla glaucescens""]"
1360591,Daphne oleoides,Gövçek,3,"[""a photo of Daphne oleoides"", ""a close-up photo of Daphne oleoides"", ""a wild plant of species Daphne oleoides""]"
1394062,Onosma pseudoarenaria,,3,"[""a photo of Onosma pseudoarenaria"", ""a close-up photo of Onosma pseudoarenaria"", ""a wild plant of species Onosma pseudoarenaria""]"
1622910,Gymnadenia heufleri,,3,"[""a photo of Gymnadenia heufleri"", ""a close-up photo of Gymnadenia heufleri"", ""a wild plant of species Gymnadenia heufleri""]"
1361002,Asparagus aphyllus,Mediterranean asparagus,3,"[""a photo of Asparagus aphyllus"", ""a close-up photo of Asparagus aphyllus"", ""a wild plant of species Asparagus aphyllus""]"
1744002,Echinospartum ibericum,,3,"[""a photo of Echinospartum ibericum"", ""a close-up photo of Echinospartum ibericum"", ""a wild plant of species Echinospartum ibericum""]"
1663993,Delphinium dubium,,3,"[""a photo of Delphinium dubium"", ""a close-up photo of Delphinium dubium"", ""a wild plant of species Delphinium dubium""]"
1390655,Campanula bononiensis,European bellflower,3,"[""a photo of Campanula bononiensis"", ""a close-up photo of Campanula bononiensis"", ""a wild plant of species Campanula bononiensis""]"
1356072,Plantago ovata,Blond plantain,3,"[""a photo of Plantago ovata"", ""a close-up photo of Plantago ovata"", ""a wild plant of species Plantago ovata""]"
1562248,Prunella bicolor,,3,"[""a photo of Prunella bicolor"", ""a close-up photo of Prunella bicolor"", ""a wild plant of species Prunella bicolor""]"
1362607,Colchicum filifolium,,3,"[""a photo of Colchicum filifolium"", ""a close-up photo of Colchicum filifolium"", ""a wild plant of species Colchicum filifolium""]"
1394477,Petrorhagia nanteuilii,Childing pink,3,"[""a photo of Petrorhagia nanteuilii"", ""a close-up photo of Petrorhagia nanteuilii"", ""a wild plant of species Petrorhagia nanteuilii""]"
1360637,Bupleurum fruticescens,,3,"[""a photo of Bupleurum fruticescens"", ""a close-up photo of Bupleurum fruticescens"", ""a wild plant of species Bupleurum fruticescens""]"
1361708,Potamogeton polygonifolius,Bog pondweed,3,"[""a photo of Potamogeton polygonifolius"", ""a close-up photo of Potamogeton polygonifolius"", ""a wild plant of species Potamogeton polygonifolius""]"
1359340,Medicago intertexta,Calvary medic,3,"[""a photo of Medicago intertexta"", ""a close-up photo of Medicago intertexta"", ""a wild plant of species Medicago intertexta""]"
1391645,Damasonium polyspermum,Starfruit,3,"[""a photo of Damasonium polyspermum"", ""a close-up photo of Damasonium polyspermum"", ""a wild plant of species Damasonium polyspermum""]"
1392461,Galium glaucum,Waxy bedstraw,3,"[""a photo of Galium glaucum"", ""a close-up photo of Galium glaucum"", ""a wild plant of species Galium glaucum""]"
1397467,Potentilla nivalis,,3,"[""a photo of Potentilla nivalis"", ""a close-up photo of Potentilla nivalis"", ""a wild plant of species Potentilla nivalis""]"
1362928,Cenchrus longispinus,Bohena beauty,3,"[""a photo of Cenchrus longispinus"", ""a close-up photo of Cenchrus longispinus"", ""a wild plant of species Cenchrus longispinus""]"
1359766,Fumaria barnolae,,3,"[""a photo of Fumaria barnolae"", ""a close-up photo of Fumaria barnolae"", ""a wild plant of species Fumaria barnolae""]"
1395404,Rubus andegavensis,,3,"[""a photo of Rubus andegavensis"", ""a close-up photo of Rubus andegavensis"", ""a wild plant of species Rubus andegavensis""]"
1391814,Dryopteris oreades,Mountain male fern,3,"[""a photo of Dryopteris oreades"", ""a close-up photo of Dryopteris oreades"", ""a wild plant of species Dryopteris oreades""]"
1361159,Alopecurus rendlei,Rendle's meadow foxtail,3,"[""a photo of Alopecurus rendlei"", ""a close-up photo of Alopecurus rendlei"", ""a wild plant of species Alopecurus rendlei""]"
1359489,Trifolium cherleri,,3,"[""a photo of Trifolium cherleri"", ""a close-up photo of Trifolium cherleri"", ""a wild plant of species Trifolium cherleri""]"
1363454,Aira praecox,Early hair grass,3,"[""a photo of Aira praecox"", ""a close-up photo of Aira praecox"", ""a wild plant of species Aira praecox""]"
1392558,Gentiana pumila,,3,"[""a photo of Gentiana pumila"", ""a close-up photo of Gentiana pumila"", ""a wild plant of species Gentiana pumila""]"
1386562,Cyperus dives,,3,"[""a photo of Cyperus dives"", ""a close-up photo of Cyperus dives"", ""a wild plant of species Cyperus dives""]"
1396307,Sison segetum,Corn parsley,3,"[""a photo of Sison segetum"", ""a close-up photo of Sison segetum"", ""a wild plant of species Sison segetum""]"
1391665,Delphinium verdunense,,3,"[""a photo of Delphinium verdunense"", ""a close-up photo of Delphinium verdunense"", ""a wild plant of species Delphinium verdunense""]"
1359977,Veronica anagalloides,,3,"[""a photo of Veronica anagalloides"", ""a close-up photo of Veronica anagalloides"", ""a wild plant of species Veronica anagalloides""]"
