species_id,canonical_scientific,primary_common,n_prompts,prompts
1389726,Boehmeria cylindrica,Bog-hemp,19,"[""a photo of Boehmeria cylindrica"", ""a close-up photo of Boehmeria cylindrica"", ""a wild plant of species Boehmeria cylindrica"", ""a photo of Bog-hemp"", ""a close-up photo of Bog-hemp"", ""a wild plant called Bog-hemp"", ""a photo of False nettle"", ""a close-up photo of False nettle"", ""a wild plant called False nettle"", ""a photo of Small-spike false nettle"", ""a close-up photo of Small-spike false nettle"", ""a wild plant called Small-spike false nettle"", ""a photo of Smallspike false nettle"", ""a close-up photo of Smallspike false nettle"", ""a wild plant called Smallspike false nettle"", ""a photo of Boehmeria cylindrica (Bog-hemp)"", ""a close-up photo of Boehmeria cylindrica (Bog-hemp)"", ""a photo of Boehmeria cylindrica, a plant in the family Urticaceae"", ""a close-up photo of Boehmeria cylindrica, a plant in the family Urticaceae""]"
1361703,Posidonia oceanica,Mediterranean tapeweed,16,"[""a photo of Posidonia oceanica"", ""a close-up photo of Posidonia oceanica"", ""a wild plant of species Posidonia oceanica"", ""a photo of Mediterranean tapeweed"", ""a close-up photo of Mediterranean tapeweed"", ""a wild plant called Mediterranean tapeweed"", ""a photo of Neptune grass"", ""a close-up photo of Neptune grass"", ""a wild plant called Neptune grass"", ""a photo of Species code: po"", ""a close-up photo of Species code: po"", ""a wild plant called Species code: po"", ""a photo of Posidonia oceanica (Mediterranean tapeweed)"", ""a close-up photo of Posidonia oceanica (Mediterranean tapeweed)"", ""a photo of Posidonia oceanica, a plant in the family Posidoniaceae"", ""a close-up photo of Posidonia oceanica, a plant in the family Posidoniaceae""]"
1361143,Potamogeton crispus,Curled pondweed,19,"[""a photo of Potamogeton crispus"", ""a close-up photo of Potamogeton crispus"", ""a wild plant of species Potamogeton crispus"", ""a photo of Curled pondweed"", ""a close-up photo of Curled pondweed"", ""a wild plant called Curled pondweed"", ""a photo of Curly pondweed"", ""a close-up photo of Curly pondweed"", ""a wild plant called Curly pondweed"", ""a photo of Curly-leaf pondweed"", ""a close-up photo of Curly-leaf pondweed"", ""a wild plant called Curly-leaf pondweed"", ""a photo of Curly-leaved pondweed"", ""a close-up photo of Curly-leaved pondweed"", ""a wild plant called Curly-leaved pondweed"", ""a photo of Potamogeton crispus (Curled pondweed)"", ""a close-up photo of Potamogeton crispus (Curled pondweed)"", ""a photo of Potamogeton crispus, a plant in the family Potamogetonaceae"", ""a close-up photo of Potamogeton crispus, a plant in the family Potamogetonaceae""]"
1398765,Leucanthemopsis pectinata,,5,"[""a photo of Leucanthemopsis pectinata"", ""a close-up photo of Leucanthemopsis pectinata"", ""a wild plant of species Leucanthemopsis pectinata"", ""a photo of Leucanthemopsis pectinata, a plant in the family Asteraceae"", ""a close-up photo of Leucanthemopsis pectinata, a plant in the family Asteraceae""]"
1361298,Helictotrichon filifolium,,5,"[""a photo of Helictotrichon filifolium"", ""a close-up photo of Helictotrichon filifolium"", ""a wild plant of species Helictotrichon filifolium"", ""a photo of Helictotrichon filifolium, a plant in the family Poaceae"", ""a close-up photo of Helictotrichon filifolium, a plant in the family Poaceae""]"
1392417,Galatella linosyris,Goldilocks aster,13,"[""a photo of Galatella linosyris"", ""a close-up photo of Galatella linosyris"", ""a wild plant of species Galatella linosyris"", ""a photo of Goldilocks aster"", ""a close-up photo of Goldilocks aster"", ""a wild plant called Goldilocks aster"", ""a photo of Goldilocks"", ""a close-up photo of Goldilocks"", ""a wild plant called Goldilocks"", ""a photo of Galatella linosyris (Goldilocks aster)"", ""a close-up photo of Galatella linosyris (Goldilocks aster)"", ""a photo of Galatella linosyris, a plant in the family Asteraceae"", ""a close-up photo of Galatella linosyris, a plant in the family Asteraceae""]"
1391250,Cirsium tuberosum,Tuberous thistle,10,"[""a photo of Cirsium tuberosum"", ""a close-up photo of Cirsium tuberosum"", ""a wild plant of species Cirsium tuberosum"", ""a photo of Tuberous thistle"", ""a close-up photo of Tuberous thistle"", ""a wild plant called Tuberous thistle"", ""a photo of Cirsium tuberosum (Tuberous thistle)"", ""a close-up photo of Cirsium tuberosum (Tuberous thistle)"", ""a photo of Cirsium tuberosum, a plant in the family Asteraceae"", ""a close-up photo of Cirsium tuberosum, a plant in the family Asteraceae""]"
1726144,Coincya tournefortii,,5,"[""a photo of Coincya tournefortii"", ""a close-up photo of Coincya tournefortii"", ""a wild plant of species Coincya tournefortii"", ""a photo of Coincya tournefortii, a plant in the family Brassicaceae"", ""a close-up photo of Coincya tournefortii, a plant in the family Brassicaceae""]"
1394369,Oxytropis fetida,,5,"[""a photo of Oxytropis fetida"", ""a close-up photo of Oxytropis fetida"", ""a wild plant of species Oxytropis fetida"", ""a photo of Oxytropis fetida, a plant in the family Fabaceae"", ""a close-up photo of Oxytropis fetida, a plant in the family Fabaceae""]"
1361367,Poa alpina,Alpine meadow-grass,10,"[""a photo of Poa alpina"", ""a close-up photo of Poa alpina"", ""a wild plant of species Poa alpina"", ""a photo of Alpine meadow-grass"", ""a close-up photo of Alpine meadow-grass"", ""a wild plant called Alpine meadow-grass"", ""a photo of Poa alpina (Alpine meadow-grass)"", ""a close-up photo of Poa alpina (Alpine meadow-grass)"", ""a photo of Poa alpina, a plant in the family Poaceae"", ""a close-up photo of Poa alpina, a plant in the family Poaceae""]"
1718548,Megathyrsus maximus,Guinea grass,16,"[""a photo of Megathyrsus maximus"", ""a close-up photo of Megathyrsus maximus"", ""a wild plant of species Megathyrsus maximus"", ""a photo of Guinea grass"", ""a close-up photo of Guinea grass"", ""a wild plant called Guinea grass"", ""a photo of Guineagrass"", ""a close-up photo of Guineagrass"", ""a wild plant called Guineagrass"", ""a photo of Green panic grass"", ""a close-up photo of Green panic grass"", ""a wild plant called Green panic grass"", ""a photo of Megathyrsus maximus (Guinea grass)"", ""a close-up photo of Megathyrsus maximus (Guinea grass)"", ""a photo of Megathyrsus maximus, a plant in the family Poaceae"", ""a close-up photo of Megathyrsus maximus, a plant in the family Poaceae""]"
1396416,Sporobolus indicus,Smut grass,13,"[""a photo of Sporobolus indicus"", ""a close-up photo of Sporobolus indicus"", ""a wild plant of species Sporobolus indicus"", ""a photo of Smut grass"", ""a close-up photo of Smut grass"", ""a wild plant called Smut grass"", ""a photo of Smut grass, west indian dropseed, rat tail grass, parramatta grass"", ""a close-up photo of Smut grass, west indian dropseed, rat tail grass, parramatta grass"", ""a wild plant called Smut grass, west indian dropseed, rat tail grass, parramatta grass"", ""a photo of Sporobolus indicus (Smut grass)"", ""a close-up photo of Sporobolus indicus (Smut grass)"", ""a photo of Sporobolus indicus, a plant in the family Poaceae"", ""a close-up photo of Sporobolus indicus, a plant in the family Poaceae""]"
1360030,Limonium delicatulum,,5,"[""a photo of Limonium delicatulum"", ""a close-up photo of Limonium delicatulum"", ""a wild plant of species Limonium delicatulum"", ""a photo of Limonium delicatulum, a plant in the family Plumbaginaceae"", ""a close-up photo of Limonium delicatulum, a plant in the family Plumbaginaceae""]"
1361120,Aegilops neglecta,Three-awn goat grass,13,"[""a photo of Aegilops neglecta"", ""a close-up photo of Aegilops neglecta"", ""a wild plant of species Aegilops neglecta"", ""a photo of Three-awn goat grass"", ""a close-up photo of Three-awn goat grass"", ""a wild plant called Three-awn goat grass"", ""a photo of Three-awned goatgrass"", ""a close-up photo of Three-awned goatgrass"", ""a wild plant called Three-awned goatgrass"", ""a photo of Aegilops neglecta (Three-awn goat grass)"", ""a close-up photo of Aegilops neglecta (Three-awn goat grass)"", ""a photo of Aegilops neglecta, a plant in the family Poaceae"", ""a close-up photo of Aegilops neglecta, a plant in the family Poaceae""]"
1390766,Carex austroalpina,,5,"[""a photo of Carex austroalpina"", ""a close-up photo of Carex austroalpina"", ""a wild plant of species Carex austroalpina"", ""a photo of Carex austroalpina, a plant in the family Cyperaceae"", ""a close-up photo of Carex austroalpina, a plant in the family Cyperaceae""]"
1394913,Primula latifolia,,5,"[""a photo of Primula latifolia"", ""a close-up photo of Primula latifolia"", ""a wild plant of species Primula latifolia"", ""a photo of Primula latifolia, a plant in the family Primulaceae"", ""a close-up photo of Primula latifolia, a plant in the family Primulaceae""]"
1391122,Cheirolophus intybaceus,,5,"[""a photo of Cheirolophus intybaceus"", ""a close-up photo of Cheirolophus intybaceus"", ""a wild plant of species Cheirolophus intybaceus"", ""a photo of Cheirolophus intybaceus, a plant in the family Asteraceae"", ""a close-up photo of Cheirolophus intybaceus, a plant in the family Asteraceae""]"
1741869,Populus tristis,,5,"[""a photo of Populus tristis"", ""a close-up photo of Populus tristis"", ""a wild plant of species Populus tristis"", ""a photo of Populus tristis, a plant in the family Salicaceae"", ""a close-up photo of Populus tristis, a plant in the family Salicaceae""]"
1356086,Polygonum maritimum,Sea knotgrass,10,"[""a photo of Polygonum maritimum"", ""a close-up photo of Polygonum maritimum"", ""a wild plant of species Polygonum maritimum"", ""a photo of Sea knotgrass"", ""a close-up photo of Sea knotgrass"", ""a wild plant called Sea knotgrass"", ""a photo of Polygonum maritimum (Sea knotgrass)"", ""a close-up photo of Polygonum maritimum (Sea knotgrass)"", ""a photo of Polygonum maritimum, a plant in the family Polygonaceae"", ""a close-up photo of Polygonum maritimum, a plant in the family Polygonaceae""]"
1360272,Ziziphus lotus,Lotus jujube,19,"[""a photo of Ziziphus lotus"", ""a close-up photo of Ziziphus lotus"", ""a wild plant of species Ziziphus lotus"", ""a photo of Lotus jujube"", ""a close-up photo of Lotus jujube"", ""a wild plant called Lotus jujube"", ""a photo of Lotus"", ""a close-up photo of Lotus"", ""a wild plant called Lotus"", ""a photo of Lotus tree"", ""a close-up photo of Lotus tree"", ""a wild plant called Lotus tree"", ""a photo of Lotustree"", ""a close-up photo of Lotustree"", ""a wild plant called Lotustree"", ""a photo of Ziziphus lotus (Lotus jujube)"", ""a close-up photo of Ziziphus lotus (Lotus jujube)"", ""a photo of Ziziphus lotus, a plant in the family Rhamnaceae"", ""a close-up photo of Ziziphus lotus, a plant in the family Rhamnaceae""]"
1389571,Buddleja albiflora,,5,"[""a photo of Buddleja albiflora"", ""a close-up photo of Buddleja albiflora"", ""a wild plant of species Buddleja albiflora"", ""a photo of Buddleja albiflora, a plant in the family Scrophulariaceae"", ""a close-up photo of Buddleja albiflora, a plant in the family Scrophulariaceae""]"
1391028,Centaurea pectinata,,5,"[""a photo of Centaurea pectinata"", ""a close-up photo of Centaurea pectinata"", ""a wild plant of species Centaurea pectinata"", ""a photo of Centaurea pectinata, a plant in the family Asteraceae"", ""a close-up photo of Centaurea pectinata, a plant in the family Asteraceae""]"
1390495,Fascicularia bicolor,Rhodostachys,10,"[""a photo of Fascicularia bicolor"", ""a close-up photo of Fascicularia bicolor"", ""a wild plant of species Fascicularia bicolor"", ""a photo of Rhodostachys"", ""a close-up photo of Rhodostachys"", ""a wild plant called Rhodostachys"", ""a photo of Fascicularia bicolor (Rhodostachys)"", ""a close-up photo of Fascicularia bicolor (Rhodostachys)"", ""a photo of Fascicularia bicolor, a plant in the family Bromeliaceae"", ""a close-up photo of Fascicularia bicolor, a plant in the family Bromeliaceae""]"
1396464,Stipa capillata,,5,"[""a photo of Stipa capillata"", ""a close-up photo of Stipa capillata"", ""a wild plant of species Stipa capillata"", ""a photo of Stipa capillata, a plant in the family Poaceae"", ""a close-up photo of Stipa capillata, a plant in the family Poaceae""]"
1364133,Delairea odorata,Cape ivy,19,"[""a photo of Delairea odorata"", ""a close-up photo of Delairea odorata"", ""a wild plant of species Delairea odorata"", ""a photo of Cape ivy"", ""a close-up photo of Cape ivy"", ""a wild plant called Cape ivy"", ""a photo of Cape-ivy"", ""a close-up photo of Cape-ivy"", ""a wild plant called Cape-ivy"", ""a photo of German ivy"", ""a close-up photo of German ivy"", ""a wild plant called German ivy"", ""a photo of German-ivy"", ""a close-up photo of German-ivy"", ""a wild plant called German-ivy"", ""a photo of Delairea odorata (Cape ivy)"", ""a close-up photo of Delairea odorata (Cape ivy)"", ""a photo of Delairea odorata, a plant in the family Asteraceae"", ""a close-up photo of Delairea odorata, a plant in the family Asteraceae""]"
1361683,Orchis olbiensis,,5,"[""a photo of Orchis olbiensis"", ""a close-up photo of Orchis olbiensis"", ""a wild plant of species Orchis olbiensis"", ""a photo of Orchis olbiensis, a plant in the family Orchidaceae"", ""a close-up photo of Orchis olbiensis, a plant in the family Orchidaceae""]"
1471620,Bellevalia romana,Roman squill,10,"[""a photo of Bellevalia romana"", ""a close-up photo of Bellevalia romana"", ""a wild plant of species Bellevalia romana"", ""a photo of Roman squill"", ""a close-up photo of Roman squill"", ""a wild plant called Roman squill"", ""a photo of Bellevalia romana (Roman squill)"", ""a close-up photo of Bellevalia romana (Roman squill)"", ""a photo of Bellevalia romana, a plant in the family Asparagaceae"", ""a close-up photo of Bellevalia romana, a plant in the family Asparagaceae""]"
1394000,Anchusa crispa,,5,"[""a photo of Anchusa crispa"", ""a close-up photo of Anchusa crispa"", ""a wild plant of species Anchusa crispa"", ""a photo of Anchusa crispa, a plant in the family Boraginaceae"", ""a close-up photo of Anchusa crispa, a plant in the family Boraginaceae""]"
1391807,Dryopteris cristata,Crested buckler fern,19,"[""a photo of Dryopteris cristata"", ""a close-up photo of Dryopteris cristata"", ""a wild plant of species Dryopteris cristata"", ""a photo of Crested buckler fern"", ""a close-up photo of Crested buckler fern"", ""a wild plant called Crested buckler fern"", ""a photo of Crested buckler-fern"", ""a close-up photo of Crested buckler-fern"", ""a wild plant called Crested buckler-fern"", ""a photo of Crested wood fern"", ""a close-up photo of Crested wood fern"", ""a wild plant called Crested wood fern"", ""a photo of Crested woodfern"", ""a close-up photo of Crested woodfern"", ""a wild plant called Crested woodfern"", ""a photo of Dryopteris cristata (Crested buckler fern)"", ""a close-up photo of Dryopteris cristata (Crested buckler fern)"", ""a photo of Dryopteris cristata, a plant in the family Polypodiaceae"", ""a close-up photo of Dryopteris cristata, a plant in the family Polypodiaceae""]"
